,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,cat
152,8376222,566,NIG21245,21245,05 July 2021,2021,1,Violence against civilians,Abduction/forced disappearance,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Osun,Obokun,,Esa Odo,7.7548,4.8196,1,Daily Champion,National,"On 5 July 2021, suspected Fulani pastoralists kidnapped four people in Esa Odo (Obokun LGA, Osun).",0,1626118833,NGA,perpetrator
153,8376466,566,NIG21249,21249,05 July 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Taraba,Bali,,Kundi,7.9833,10.8,2,Sahara Reporters,Regional,"On 5 July 2021, suspected pastoralists killed the village head's farmhand and two other people in the Kundi district (Bali LGA, Taraba). The group also cut the victims into pieces with cutglass.",3,1626118833,NGA,perpetrator
154,8394485,566,NIG21257,21257,05 July 2021,2021,2,Violence against civilians,Abduction/forced disappearance,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Osun,Obokun,,Imesi Ile,7.8333,4.8833,2,Daily Post (Nigeria); Sahara Reporters; Osun Defender,Subnational-National,"Around 5 July 2021 (between 5 - 6 July), an unidentified number of people were kidnapped by suspected Fulani pastoralists at the Odo-Osun axis near Imesi Ile (Obokun LGA, Osun). The group was later rescued.",0,1627328512,NGA,perpetrator
155,8366585,566,NIG21198,21198,02 July 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Nassarawa,Obi,,Obi,8.3667,8.7667,2,Daily Independent (Nigeria),National,"On 2 July 2021, Fulani pastoralists cut the hands of a farmer in Ome community, Obi LGA (Nassarawa) [coded Obi]. The community arrested one of the attackers and handed him to the police.",0,1625510720,NGA,perpetrator
156,8366770,566,NIG21196,21196,02 July 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Plateau,Jos South,,Ganawuri,9.6833,8.7,1,Premium Times (Nigeria),National,"On 2 July 2021, 2 people were killed by suspected Fulani pastoralists close to the Ganawuri market (Jos South LGA, Plateau).",2,1625510721,NGA,perpetrator
157,8366603,566,NIG21188,21188,01 July 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Pastoralists (Nigeria),7,37,Western Africa,Nigeria,Plateau,Jos South,,Bukuru,9.794,8.864,2,Daily Trust (Nigeria),National,"On 1 July 2021, 7 pastoralists were killed by unidentified gunmen in the Chol village, Jos South LGA (Plateau) [coded Bukuru].",7,1625510721,NGA,victim
158,8366596,566,NIG21187,21187,30 June 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Teachers (Nigeria),7,47,Western Africa,Nigeria,Plateau,Riyom,,Riyom,9.6368,8.7569,2,Daily Post (Nigeria),National,"On 30 June 2021, suspected Fulani pastoralists killed a primary school's headmaster in the Gwol-Hoss village, Riyom LGA (Plateau) [coded Riyom]. According to information, 2 other people were killed by the group in the area.",3,1625510720,NGA,perpetrator
159,8366590,566,NIG21156,21156,27 June 2021,2021,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,37,Western Africa,Nigeria,Osun,Ifedayo,,Oke Ila,7.9509,4.9883,2,Daily Independent (Nigeria),National,"On 27 June 2021, a Fulani pastoralist and her daughter were kidnapped by 3 armed individuals in a Fulani settlement in the Papa area along Ekan/Omu-Aran road in Ora-Igbomina (Ifedayo LGA, Osun) [coded Oke Ila].",0,1625510720,NGA,victim
160,8366604,566,NIG21158,21158,27 June 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Pastoralists (Nigeria),7,37,Western Africa,Nigeria,Plateau,Riyom,,Riyom,9.6368,8.7569,2,Daily Trust (Nigeria),National,"On 27 June 2021, a pastoralist was shot and killed and another was shot and injured by unidentified armed individuals in the village of Byei (Riyom LGA, Plateau) [coded Riyom]. 5 cattle were also shot.",1,1625510721,NGA,victim
161,8366462,566,NIG21147,21147,26 June 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Muslim Group (Nigeria),7,47,Western Africa,Nigeria,Kwara,Offa,,Offa,8.15,4.7167,2,CKN Nigeria; Nigeria Punch; Nigeria Herald; Daily Leadership (Nigeria),National,"On 26 June 2021, a pregnant woman was shot and killed, and her husband was kidnapped by suspected pastoralists while traveling the Ojoku road, Offa LGA (Kwara) [coded Offa]. The woman was of Muslim faith; her father-in-law and other child, who where with the victims, were uninjured. The man was released on 29 June, after payment of ransom.",1,1625510720,NGA,perpetrator
162,8357009,566,NIG21124,21124,24 June 2021,2021,2,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Oyo,Egbeda,,Egbeda,7.3667,4.05,2,Sahara Reporters,Regional,"Around 24 June 2021 (as reported), Fulani pastoralists attacked and killed a farmer in Olopomeji village (Egbeda LGA, Oyo) [coded to Egbeda]. Unknown reason for attack.",1,1624924435,NGA,perpetrator
163,8376377,566,NIG21208,21208,23 June 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Taraba,Gassol,,Mutum Biyu,8.6333,10.7667,2,Nigeria Security Tracker,Other,"On 23 June 2021, suspected Fulani pastoralists killed three individuals in Gassol LGA (Taraba) [coded Mutum Biyu].",3,1626118833,NGA,perpetrator
164,8166247,566,NIG21088,21088,18 June 2021,2021,2,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Health Workers (Nigeria),7,47,Western Africa,Nigeria,Niger,Magama,,Salka,10.3135,4.9728,1,Daily Independent (Nigeria),National,"Around 18 June 2021 (as reported), suspected Fulani pastoralists abducted and killed a medical doctor in Salka (Magama LGA, Niger). Unknown reason for attack.",1,1624310472,NGA,perpetrator
165,8166337,566,NIG21080,21080,17 June 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Zamfara,Bukkuyum,,Bukuyum,12.1377,5.4665,2,HumAngle,National,"On 17 June 2021, Fulani pastoralists launched a reprisal attack against several communities in Bukkuyum LGA (coded to Bukuyum) and Anka LGA in Zamfara State, killing about 47 residents and displacing over 1000 others. Among the communities attacked: Maiduma, Babban-Baye, Tungar-Rogo, Bunkasau, Tungar Jando, Tungar-Fayafayi, Tungar-Dutsi, Tungar-Namatsafa, Gana, Kamaru, Kwali, Bardi, Mari, Kimi, and Galamu villages. Fatalities split across two events.",24,1624310473,NGA,perpetrator
166,8166340,566,NIG21077,21077,17 June 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Zamfara,Anka,,Anka,12.1138,5.9243,2,HumAngle,National,"On 17 June 2021, Fulani pastoralists launched a reprisal attack against several communities in Bukkuyum LGA and Anka LGA in Zamfara State, killing about 47 residents and displacing over 1000 others. Among the communities attacked: Maiduma, Babban-Baye, Tungar-Rogo, Bunkasau, Tungar Jando, Tungar-Fayafayi, Tungar-Dutsi, Tungar-Namatsafa, Gana, Kamaru, Kwali, Bardi, Mari, Kimi, and Galamu villages. Fatalities split across two events.",23,1624310473,NGA,perpetrator
167,8356937,566,NIG21091,21091,17 June 2021,2021,1,Violence against civilians,Abduction/forced disappearance,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Benue,Ado,,Utonkon,6.9452,8.033,2,Nigeria Punch,National,"On 17 June 2021, Fulani pastoralists kidnapped five persons on a road between Utonkon (Ado LGA, Benue) and Okpoga (Okpokwu LGA, Benue). Police operatives and local militiamen later rescued three of the kidnapped victims. Reason for abduction unknown.",0,1624924434,NGA,perpetrator
168,8166245,566,NIG21076,21076,16 June 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Ondo,Akoko North West,,Uro Ajowa,7.6932,5.833,1,Daily Independent (Nigeria),National,"On 16 June 2021, suspected Fulani pastoralists attacked Ajowa-Akoko (Uro Ajowa) (Akoko North West LGA, Ondo) and killed two residents and abducted two others.",2,1624310472,NGA,perpetrator
169,8166336,566,NIG21057,21057,14 June 2021,2021,1,Violence against civilians,Attack,Yansakai Militia,,3,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,37,Western Africa,Nigeria,Zamfara,Bukkuyum,,Bukuyum,12.1377,5.4665,2,HumAngle,National,"On 14 June 2021, Yan Sakai militia attacked Fulani residents at Nasarawa Burkullu (coded to Bukuyum, Bukkuyum LGA, Zamfara), killing several residents. Unknown fatalities coded as 3.",3,1624310473,NGA,victim
170,8166177,566,NIG21049,21049,13 June 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Benue,Agatu,,Odugbeho,7.8,8.0355,1,Blueprint,National,"On 13 June 2021, suspected Fulani pastoralists attacked Odugbeho (Agatu LGA, Benue), killing two residents and setting 21 houses ablaze. Unknown reason for attack.",2,1624310472,NGA,perpetrator
171,8166473,566,NIG21044,21044,13 June 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Akwa Ibom,Ikot Ekpene,,Ikot Ekpene,5.1819,7.7148,2,Sahara Reporters,Regional,"On 13 June 2021, Fulani pastoralists attacked and killed two farmers at Ikot Atasung (Ikot Ekpene LGA, Akwa Ibom). Event related to the farmer-pastoralist conflict.",2,1624310473,NGA,perpetrator
172,8166277,566,NIG21028,21028,11 June 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Nassarawa,Keana,,Aloshi,8.2333,8.8,2,Daily Trust (Nigeria),National,"On 11 June 2021, suspected Fulani pastoralists attacked and killed six farmers at Tse-Jimin village in Aloshi (Keana LGA, Nassarawa). Unknown reason for attack.",6,1624310472,NGA,perpetrator
173,8069088,566,NIG21020,21020,10 June 2021,2021,2,Violence against civilians,Abduction/forced disappearance,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Imo,Okigwe,,Okigwi,5.8352,7.3599,2,CKN Nigeria; Daily Post (Nigeria),National,"Around 10 June 2021 (as reported), suspected Fulani pastoralists dressed in police uniforms abducted at least 15 passengers around the Okigwi-Onuimo axis (Okigwe LGA, Imo). Some kidnapped victims escaped. Reason for abduction unknown.",0,1623704956,NGA,perpetrator
174,8069232,566,NIG21018,21018,10 June 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Benue,Makurdi,,Mbalagh,7.8185,8.4634,2,Daily Independent (Nigeria),National,"On 10 June 2021, Fulani pastoralists attacked Zongo-Akiki community in Mbalagh (Makurdi LGA, Benue) and killed five residents. Unknown reason for attack.",5,1623704956,NGA,perpetrator
175,8069475,566,NIG21016,21016,10 June 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Women (Nigeria),7,47,Western Africa,Nigeria,Ondo,Akure South,,Akure,7.2526,5.1931,1,Sahara Reporters,Regional,"On 10 June 2021, Fulani pastoralists dressed in military camouflage attacked and assaulted some women at Oja Oba market in Akure (Akure South LGA, Ondo). Reported injuries.",0,1623704957,NGA,perpetrator
176,8069233,566,NIG21010,21010,09 June 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Women (Nigeria),7,47,Western Africa,Nigeria,Benue,Katsina Ala,,Katsina-Ala,7.1693,9.2846,2,Daily Independent (Nigeria),National,"On 9 June 2021, Fulani pastoralists attacked Anyom community (Katsina-Ala LGA, Benue), killing six and abducting an unspecified number of women residents. Unknown reason for attack.",6,1623704956,NGA,perpetrator
177,8069246,566,NIG20991,20991,08 June 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kwara,Asa,,Faje,8.3666,4.4166,1,Daily Post (Nigeria),National,"On 8 June 2021, Fulani pastoralists attacked Faje community (Asa LGA, Kwara) and killed four residents. Unknown reason for attack.",4,1623704956,NGA,perpetrator
178,8069252,566,NIG20992,20992,08 June 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Kwara,Asa,,Gbabu,8.3833,4.3833,1,Daily Post (Nigeria),National,"On 8 June 2021, Fulani pastoralists attacked and critically injured a farmer in Gbabu village (Asa LGA, Kwara). Unknown reason for attack.",0,1623704956,NGA,perpetrator
179,8069259,566,NIG21004,21004,08 June 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,37,Western Africa,Nigeria,Plateau,Riyom,,Riyom,9.6368,8.7569,2,Daily Trust (Nigeria),National,"On 8 June 2021, unidentified armed men launched a reprisal attack and killed at least three pastoralists around Gidan Ado (Riyom LGA, Plateau) [coded to Riyom].",3,1623704956,NGA,victim
180,8069262,566,NIG20975,20975,07 June 2021,2021,1,Violence against civilians,Attack,OPC: Oodua Peoples Congress,,3,Civilians (Nigeria),Fulani Ethnic Militia (Nigeria); Pastoralists (Nigeria),7,37,Western Africa,Nigeria,Oyo,Ibarapa North,,Igangan,7.6833,3.1833,2,Daily Trust (Nigeria),National,"On 7 June 2021, members of the Oodua Peoples Congress launched a reprisal attack at Elekokan in Igangan (Ibarapa North LGA, Oyo) and killed four Fulani pastoralists, including a community leader.",4,1623704956,NGA,victim
181,8069476,566,NIG20976,20976,07 June 2021,2021,1,Battles,Armed clash,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Iraye Communal Militia (Nigeria),,4,44,Western Africa,Nigeria,Ogun,Shagamu,,Iraye,6.7253,3.5911,1,Sahara Reporters,Regional,"On 7 June 2021, Fulani pastoralists attacked Iraye (Shagamu LGA, Ogun) but were repelled by local militiamen. No reported fatalities. Two suspects were arrested.",0,1623704957,NGA,perpetrator
182,8069081,566,NIG20962,20962,06 June 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Benue,Agatu,,Odugbeho,7.8,8.0355,1,Daily Trust (Nigeria); Blueprint,National,"On 6 June 2021, Fulani pastoralists from Nasarawa State attacked Odugbeho community (Agatu LGA, Benue), killing between 27 and 40 residents. Unknown reason for attack.",27,1623704956,NGA,perpetrator
183,8069247,566,NIG20959,20959,06 June 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Ogun,Imeko-Afon,,Imeko,7.45,2.85,2,Daily Post (Nigeria),National,"On 6 June 2021, Fulani pastoralists attacked and killed three people at Amule Kanji village (Imeko-Afon LGA, Ogun) [coded to Imeko]. Event connected to the Igangan killings.",3,1623704956,NGA,perpetrator
184,8069249,566,NIG20946,20946,05 June 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Benue,Logo,,Anyiin,7.8188,9.2453,1,Daily Post (Nigeria),National,"On 5 June 2021, Fulani pastoralists attacked Anyiin community (Logo LGA, Benue), killing at least two residents and abducting one other. Unknown reason for attack.",2,1623704956,NGA,perpetrator
185,8069468,566,NIG20940,20940,04 June 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Oyo,Ibarapa North,,Igangan,7.6833,3.1833,2,Sahara Reporters,Regional,"On 4 June 2021, Fulani pastoralists attacked and critically injured a farmer at Idiyan in Igangan (Ibarapa North LGA, Oyo). Unknown reason for attack.",0,1623704957,NGA,perpetrator
186,8059533,566,NIG20925,20925,03 June 2021,2021,2,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),Pastoralists (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Jema'a,,Kafanchan,9.5833,8.3,2,Daily Trust (Nigeria),National,"Around 3 June 2021 (as reported), a pastoralist was killed by members of a Kaduna militia in a forest area in Rafin Dadi, Kaninkon Chiefdom of the Jema'a LGA (Kaduna) [coded to Kafanchan].",1,1623100970,NGA,victim
